0,1,2,3,4,5
"I 've invited the Bunkers , if that 's all right .",0,4,invent,verb,"come up with (an idea, plan, explanation, theory, or principle) after a mental effort<FF>make up something artificial or untrue<FF>"
One might ask whether motorists are ever justified in knowingly taking risks with other people 's lives .,0,10,use,verb,"put into service; make work or employ for a particular purpose or for its inherent or natural purpose<FF>take or consume (regularly or habitually)<FF>use up, consume fully<FF>seek or achieve an end by using to one's advantage<FF>avail oneself to<FF>habitually do something (use only in the past tense)<FF>"
Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .,0,12,reconstruct,verb,"reassemble mentally<FF>build again<FF>cause somebody to adapt or reform socially or politically<FF>return to its original or usable and functioning condition<FF>do over, as of (part of) a house<FF>"
"We accept that we could lose the money we 've paid to go to auction , but that 's a risk we 're prepared to take , says Julie Widlake .",0,2,wait,verb,stay in one place and anticipate or expect something<FF>wait before acting<FF>look forward to the probable occurrence of<FF>serve as a waiter or waitress in a restaurant<FF>
Ten ninety nine he paid for his .,0,1,walk,verb,use one's feet to advance; advance by steps<FF>accompany or escort<FF>obtain a base on balls<FF>traverse or cover by walking<FF>give a base on balls to<FF>live or behave in a specified manner<FF>be or act in association with<FF>walk at a pace<FF>make walk<FF>take a walk; go for a walk; walk for pleasure<FF>
"Well I made sure my boss told her , that 's .",0,3,find,verb,"come upon, as if by accident; meet with<FF>discover or determine the existence, presence, or fact of<FF>come upon after searching; find the location of something that was missed or lost<FF>establish after a calculation, investigation, experiment, survey, or study<FF>come to believe on the basis of emotion, intuitions, or indefinite grounds<FF>perceive or be contemporaneous with<FF>get something or somebody for a specific purpose<FF>make a discovery, make a new finding<FF>make a discovery<FF>obtain through effort or management<FF>decide on and make a declaration about<FF>receive a specified treatment (abstract)<FF>perceive oneself to be in a certain condition or place<FF>get or find back; recover the use of<FF>succeed in reaching; arrive at<FF>accept and make use of one's personality, abilities, and situation<FF>"
"He would have been lying if he had recorded only the more accessible drama of the painter 's electric quarrels with Gauguin in the Yellow House in Arles , the distant necessary brother who supplied paint and love , the severed ear delivered to the whore in the brothel , the asylum fears .",1,3,chase,verb,go after with the intent to catch<FF>pursue someone sexually or romantically<FF>cut a groove into<FF>cut a furrow into a columns<FF>
I know .,0,57,police,verb,maintain the security of by carrying out a patrol<FF>
By the mid-80s they had all gone the way of the buffalo : extinct save for preservation in the national park of permanent re-runs .,0,45,live,verb,"inhabit or live in; be an inhabitant of<FF>lead a certain kind of life; live in a certain style<FF>continue to live through hardship or adversity<FF>support oneself<FF>have life, be alive<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>pursue a positive and satisfying existence<FF>"
"They see themselves not as author and illustrator , with separate roles , but as a partnership of book-makers , contributing equally to the process .",0,2,invite,verb,increase the likelihood of<FF>invite someone to one's house<FF>give rise to a desire by being attractive or inviting<FF>ask someone in a friendly way to do something<FF>have as a guest<FF>ask to enter<FF>request the participation or presence of<FF>express willingness to have in one's home or environs<FF>
"Telling everyone about her mum and dad when they and erm how she talked to her mum about that , and it helped her .",0,7,justify,verb,"show to be reasonable or provide adequate ground for<FF>show to be right by providing justification or proof<FF>defend, explain, clear away, or make excuses for by reasoning<FF>let off the hook<FF>adjust the spaces between words<FF>"
"I expect you mean will O'Farrell be back , Mrs Carson said .",0,13,solve,verb,"find the solution to (a problem or question) or understand the meaning of<FF>find the solution<FF>settle, as of a debt<FF>"
"Mrs Bottomley , representing caring Conservatism , will face Mr Michael Portillo , the new Treasury Chief Secretary , who is equally keen to establish his Right-wing credentials by demonstrating he can keep keep a tight grip on the public purse strings .",1,25,take,verb,"carry out<FF>require (time or space)<FF>take somebody somewhere<FF>get into one's hands, take physically<FF>take on a certain form, attribute, or aspect<FF>interpret something in a certain way; convey a particular meaning or impression<FF>take something or somebody with oneself somewhere<FF>take into one's possession<FF>travel or go by means of a certain kind of transportation, or a certain route<FF>pick out, select, or choose from a number of alternatives<FF>receive willingly something given or offered<FF>assume, as of positions or roles<FF>take into consideration for exemplifying purposes<FF>require as useful, just, or proper<FF>experience or feel or submit to<FF>make a film or photograph of something<FF>remove something concrete, as by lifting, pushing, or taking off, or remove something abstract<FF>serve oneself to, or consume regularly<FF>accept or undergo, often unwillingly<FF>make use of or accept for some purpose<FF>take by force<FF>occupy or take on<FF>admit into a group or community<FF>ascertain or determine by measuring, computing or take a reading from a dial<FF>be a student of a certain subject<FF>take as an undesirable consequence of some event or state of affairs<FF>head into a specified direction<FF>point or cause to go (blows, weapons, or objects such as photographic equipment) towards<FF>be seized or affected in a specified way<FF>have with oneself; have on one's person<FF>engage for service under a term of contract<FF>receive or obtain regularly<FF>buy, select<FF>to get into a position of having, e.g., safety, comfort<FF>have sex with; archaic use<FF>lay claim to; as of an idea<FF>be designed to hold or take<FF>be capable of holding or containing<FF>develop a habit<FF>proceed along in a vehicle<FF>obtain by winning<FF>be stricken by an illness, fall victim to an illness<FF>"
"This clever name , with its neat evocation of new and old , describes a concept which was developed in Sweden and is spreading to rural areas across the world .",0,4,pay,verb,"give money, usually in exchange for goods or services<FF>convey, as of a compliment, regards, attention, etc.; bestow<FF>cancel or discharge a debt<FF>bring in<FF>do or give something to somebody in return<FF>dedicate<FF>be worth it<FF>render<FF>bear (a cost or penalty), in recompense for some action<FF>make a compensation for<FF>discharge or settle<FF>"
"No telecottages have been established , but there are several initiatives in the offing .",0,6,tell,verb,express in words<FF>let something be known<FF>narrate or give a detailed account of<FF>give instructions to or direct somebody to do something with authority<FF>discern or comprehend<FF>inform positively and with certainty and confidence<FF>give evidence<FF>mark as different<FF>
"I can , you know I do n't know , if I go over there now to and I said please show me this no , I 'm not !",0,42,deliver,verb,"deliver (a speech, oration, or idea)<FF>bring to a destination, make a delivery<FF>to surrender someone or something to another<FF>free from harm or evil<FF>hand over to the authorities of another country<FF>pass down<FF>utter (an exclamation, noise, etc.)<FF>save from sins<FF>carry out or perform; ,<FF>relinquish possession or control over<FF>throw or hurl from the mound to the batter, as in baseball<FF>cause to be born<FF>"
"He became a founder , and active executive , of the European Centre for Nuclear Research in Geneva .",0,1,know,verb,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about<FF>know how to do or perform something<FF>be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt<FF>be familiar or acquainted with a person or an object<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>accept (someone) to be what is claimed or accept his power and authority<FF>have fixed in the mind<FF>have sexual intercourse with<FF>know the nature or character of<FF>be able to distinguish, recognize as being different<FF>perceive as familiar<FF>"
"Finally Forster glanced at Lawton for support , and drawled laconically .",1,6,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
Get off !,0,20,contribute,verb,bestow a quality on<FF>contribute to some cause<FF>be conducive to<FF>provide<FF>
I know .,0,10,erm,verb,erm<FF>
"I was gardening and he said er er I bent over to do something and he said I just went dizzy , he said , and I fell over he said and then I realized my right side was paralysed .",0,1,expect,verb,regard something as probable or likely<FF>consider obligatory; request and expect<FF>look forward to the probable occurrence of<FF>consider reasonable or due<FF>look forward to the birth of a child<FF>be pregnant with<FF>
"I 'll go , Buzz said .",0,24,establish,verb,"set up or found<FF>set up or lay the groundwork for<FF>establish the validity of something, as by an example, explanation or experiment<FF>institute, enact, or establish<FF>bring about<FF>place<FF>build or establish something abstract<FF>use as a basis for; found on<FF>"
"She went to a local letting agency , Landlords of 41 Roman Road , Bethnal Green , London E2 , who found a tenant that day .",0,18,develop,verb,"make something new, such as a product or a mental or artistic creation<FF>work out<FF>gain through experience<FF>come to have or undergo a change of (physical features and attributes)<FF>come into existence; take on form or shape<FF>change the use of and make available or usable<FF>elaborate, as of theories and hypotheses<FF>create by training and teaching<FF>be gradually disclosed or unfolded; become manifest<FF>grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment<FF>become technologically advanced<FF>cause to grow and differentiate in ways conforming to its natural development<FF>generate gradually<FF>grow emotionally or mature<FF>make visible by means of chemical solutions<FF>superimpose a three-dimensional surface on a plane without stretching, in geometry<FF>move one's pieces into strategically more advantageous positions<FF>move into a strategically more advantageous position<FF>elaborate by the unfolding of a musical idea and by the working out of the rhythmic and harmonic changes in the theme<FF>happen<FF>expand in the form of a series<FF>"
I know we 're living longer now generally but I wonder how much,0,4,establish,verb,"set up or found<FF>set up or lay the groundwork for<FF>establish the validity of something, as by an example, explanation or experiment<FF>institute, enact, or establish<FF>bring about<FF>place<FF>build or establish something abstract<FF>use as a basis for; found on<FF>"
"They did n't disagree with his aims , only his methods .",0,12,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
They look really nice .,0,1,become,verb,enter or assume a certain state or condition<FF>undergo a change or development<FF>come into existence<FF>enhance the appearance of<FF>
Expect to pay a management fee of up to 15 per cent .,0,9,drawl,verb,lengthen and slow down or draw out<FF>
I had to paint the gashes as soon as possible so that rust would not begin to bite into Wavebreaker 's long sleekness .,0,0,get,verb,"come into the possession of something concrete or abstract<FF>enter or assume a certain state or condition<FF>cause to move; cause to be in a certain position or condition<FF>receive a specified treatment (abstract)<FF>reach a destination; arrive by movement or progress<FF>go or come after and bring or take back<FF>go through (mental or physical states or experiences)<FF>take vengeance on or get even<FF>achieve a point or goal<FF>cause to do; cause to act in a specified manner<FF>succeed in catching or seizing, especially after a chase<FF>come to have or undergo a change of (physical features and attributes)<FF>be stricken by an illness, fall victim to an illness<FF>communicate with a place or person; establish communication with, as if by telephone<FF>give certain properties to something<FF>move into a desired direction of discourse<FF>grasp with the mind or develop an understanding of<FF>attract and fix<FF>reach with a blow or hit in a particular spot<FF>reach by calculation<FF>acquire as a result of some effort or action<FF>purchase<FF>perceive by hearing<FF>suffer from the receipt of<FF>receive as a retribution or punishment<FF>leave immediately; used usually in the imperative form<FF>reach and board<FF>irritate<FF>evoke an emotional response<FF>apprehend and reproduce accurately<FF>earn or achieve a base by being walked by the pitcher<FF>overcome or destroy<FF>be a mystery or bewildering to<FF>take the first step or steps in carrying out an action<FF>undergo (as of injuries and illnesses)<FF>make children<FF>"
That one 's nice over by there cos it 's got the long hair .,0,1,know,verb,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about<FF>know how to do or perform something<FF>be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt<FF>be familiar or acquainted with a person or an object<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>accept (someone) to be what is claimed or accept his power and authority<FF>have fixed in the mind<FF>have sexual intercourse with<FF>know the nature or character of<FF>be able to distinguish, recognize as being different<FF>perceive as familiar<FF>"
"In the leading case of Cunningham Lord Edmund-Davies ( dissenting ) gave the example of breaking someone 's arm : that is a really serious injury , but one which is unlikely to endanger the victim 's life .",0,27,fall,verb,"descend in free fall under the influence of gravity<FF>move downward and lower, but not necessarily all the way<FF>pass suddenly and passively into a state of body or mind<FF>come under, be classified or included<FF>fall from clouds<FF>suffer defeat, failure, or ruin<FF>die, as in battle or in a hunt<FF>touch or seem as if touching visually or audibly<FF>be captured<FF>occur at a specified time or place<FF>decrease in size, extent, or range<FF>yield to temptation or sin<FF>lose office or power<FF>to be given by assignment or distribution<FF>move in a specified direction<FF>be due<FF>lose one's chastity<FF>to be given by right or inheritance<FF>come into the possession of<FF>fall to somebody by assignment or lot<FF>be inherited by<FF>slope downward<FF>lose an upright position suddenly<FF>drop oneself to a lower or less erect position<FF>fall or flow in a certain way<FF>assume a disappointed or sad expression<FF>be cast down<FF>come out; issue<FF>be born, used chiefly of lambs<FF>begin vigorously<FF>go as if by falling<FF>come as if by falling<FF>"
"You 're gon na help me , you 're gon na stay here I 'm afraid",0,2,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
He was aware that she believed he was in need of art .,0,1,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
Mark uttered in mock astonishment .,0,1,know,verb,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about<FF>know how to do or perform something<FF>be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt<FF>be familiar or acquainted with a person or an object<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>accept (someone) to be what is claimed or accept his power and authority<FF>have fixed in the mind<FF>have sexual intercourse with<FF>know the nature or character of<FF>be able to distinguish, recognize as being different<FF>perceive as familiar<FF>"
"On the other hand , the independence of the Tariff Reform League was a positive advantage : after January 1913 the party supported the tariff policy but was not including them in its immediate programme , so that Central Office could continue to distribute tariff propaganda from the TRL without compromising party policy .",0,3,disagree,verb,be of different opinions<FF>be different from one another<FF>
"Not yet no , just get your out there and and then you might have a bit of lee-way might not we then ?",0,1,look,verb,"perceive with attention; direct one's gaze towards<FF>give a certain impression or have a certain outward aspect<FF>have a certain outward or facial expression<FF>search or seek<FF>be oriented in a certain direction, often with respect to another reference point; be opposite to<FF>take charge of or deal with<FF>convey by one's expression<FF>look forward to the probable occurrence of<FF>accord in appearance with<FF>have faith or confidence in<FF>"
"Among other things , these regulations require operators of hazardous installations to draw up on-site and off-site emergency plans and to give information to members of the public who live or work near such installations ( Houston 1987 ) .",0,0,expect,verb,regard something as probable or likely<FF>consider obligatory; request and expect<FF>look forward to the probable occurrence of<FF>consider reasonable or due<FF>look forward to the birth of a child<FF>be pregnant with<FF>
"His Missouri childhood gave him access to Baptist hymns and church music , but at Harvard he was introduced to the writings of Gertrude Stein and the music of Erik Satie .",1,17,bite,verb,"to grip, cut off, or tear with or as if with the teeth or jaws<FF>cause a sharp or stinging pain or discomfort<FF>penetrate or cut, as with a knife<FF>deliver a sting to<FF>"
"King 's Head , Fulham 4 Fulham High St , SW6 ( 736 1413 ) L-shaped room , part corridor , part bar , part dance-floor , with the stage in one corner , ensuring restricted view from virtually everywhere .",1,10,get,verb,"come into the possession of something concrete or abstract<FF>enter or assume a certain state or condition<FF>cause to move; cause to be in a certain position or condition<FF>receive a specified treatment (abstract)<FF>reach a destination; arrive by movement or progress<FF>go or come after and bring or take back<FF>go through (mental or physical states or experiences)<FF>take vengeance on or get even<FF>achieve a point or goal<FF>cause to do; cause to act in a specified manner<FF>succeed in catching or seizing, especially after a chase<FF>come to have or undergo a change of (physical features and attributes)<FF>be stricken by an illness, fall victim to an illness<FF>communicate with a place or person; establish communication with, as if by telephone<FF>give certain properties to something<FF>move into a desired direction of discourse<FF>grasp with the mind or develop an understanding of<FF>attract and fix<FF>reach with a blow or hit in a particular spot<FF>reach by calculation<FF>acquire as a result of some effort or action<FF>purchase<FF>perceive by hearing<FF>suffer from the receipt of<FF>receive as a retribution or punishment<FF>leave immediately; used usually in the imperative form<FF>reach and board<FF>irritate<FF>evoke an emotional response<FF>apprehend and reproduce accurately<FF>earn or achieve a base by being walked by the pitcher<FF>overcome or destroy<FF>be a mystery or bewildering to<FF>take the first step or steps in carrying out an action<FF>undergo (as of injuries and illnesses)<FF>make children<FF>"
The techniques just described are no more than guidelines in what remains the creative art of studying and describing what an experienced worker is doing or will be required to do .,0,33,endanger,verb,"pose a threat to; present a danger to<FF>put in a dangerous, disadvantageous, or difficult position<FF>"
I voted for this government because they said they were n't going to go in for that sort of rubbish .,0,2,gon,verb,gon<FF>
Then we would sail south to Easter Island to explore the mysterious statues before going to the mutineers ' refuge on Pitcairn Island .,0,5,believe,verb,accept as true; take to be true<FF>judge or regard; look upon; judge<FF>be confident about something<FF>follow a credo; have a faith; be a believer<FF>credit with veracity<FF>
On his previous visits to Larksoken he had seen Martyr 's Cottage spread out beneath him when he and his aunt had stood surveying the headland from the small top room under the cone of the mill .,0,1,utter,verb,"articulate; either verbally or with a cry, shout, or noise<FF>express audibly; utter sounds (not necessarily words)<FF>express in speech<FF>put into circulation<FF>"
"As instructional material it is indirect in that the reader is not necessarily told what to do , as in a routine .",0,50,compromise,verb,"make a compromise; arrive at a compromise<FF>settle by concession<FF>expose or make liable to danger, suspicion, or disrepute<FF>"
"The aim of this article is to challenge the assertion contained in the White Paper Crime , Justice and Protecting the Public ( Home Office , 1990a ) that probation practice can be conceived of as a form of punishment in the community .",0,5,get,verb,"come into the possession of something concrete or abstract<FF>enter or assume a certain state or condition<FF>cause to move; cause to be in a certain position or condition<FF>receive a specified treatment (abstract)<FF>reach a destination; arrive by movement or progress<FF>go or come after and bring or take back<FF>go through (mental or physical states or experiences)<FF>take vengeance on or get even<FF>achieve a point or goal<FF>cause to do; cause to act in a specified manner<FF>succeed in catching or seizing, especially after a chase<FF>come to have or undergo a change of (physical features and attributes)<FF>be stricken by an illness, fall victim to an illness<FF>communicate with a place or person; establish communication with, as if by telephone<FF>give certain properties to something<FF>move into a desired direction of discourse<FF>grasp with the mind or develop an understanding of<FF>attract and fix<FF>reach with a blow or hit in a particular spot<FF>reach by calculation<FF>acquire as a result of some effort or action<FF>purchase<FF>perceive by hearing<FF>suffer from the receipt of<FF>receive as a retribution or punishment<FF>leave immediately; used usually in the imperative form<FF>reach and board<FF>irritate<FF>evoke an emotional response<FF>apprehend and reproduce accurately<FF>earn or achieve a base by being walked by the pitcher<FF>overcome or destroy<FF>be a mystery or bewildering to<FF>take the first step or steps in carrying out an action<FF>undergo (as of injuries and illnesses)<FF>make children<FF>"
"He finished dressing , then came and held her by the shoulders , kissing her lightly on the mouth .",0,29,live,verb,"inhabit or live in; be an inhabitant of<FF>lead a certain kind of life; live in a certain style<FF>continue to live through hardship or adversity<FF>support oneself<FF>have life, be alive<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>pursue a positive and satisfying existence<FF>"
"The Independent has learnt that 1,800 American Roman Catholic nuns wrote last winter to Dr Runcie , urging him to defy the Pope over the ordination of women .",1,18,introduce,verb,"cause to come to know personally<FF>bring something new to an environment<FF>introduce<FF>bring in a new person or object into a familiar environment<FF>bring in or establish in a new place or environment<FF>put or introduce into something<FF>bring before the public for the first time, as of an actor, song, etc.<FF>put before (a body)<FF>furnish with a preface or introduction<FF>be a precursor of<FF>"
We 're confusing her now cos,1,34,ensure,verb,make certain of<FF>be careful or certain to do something; make certain of something<FF>
Take this take this,0,28,require,verb,"require as useful, just, or proper<FF>consider obligatory; request and expect<FF>make someone do something<FF>have need of<FF>"
The electric force on an electron of charge e travelling at the edge of the beam ( R = a ) is it is in the radial direction pointing outwards .,0,13,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
Losing was one thing but to lose as spinelessly as the Welsh XV did to Bridgend on Saturday was to add insult to severely injured pride .,0,14,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
"Soon they all stood side by side , one of the younger policemen coughing involuntarily .",0,8,see,verb,"perceive by sight or have the power to perceive by sight<FF>perceive (an idea or situation) mentally<FF>perceive or be contemporaneous with<FF>imagine; conceive of; see in one's mind<FF>deem to be<FF>get to know or become aware of, usually accidentally<FF>see or watch<FF>come together<FF>find out, learn, or determine with certainty, usually by making an inquiry or other effort<FF>be careful or certain to do something; make certain of something<FF>go to see for professional or business reasons<FF>go to see for a social visit<FF>go to see a place, as for entertainment<FF>take charge of or deal with<FF>receive as a specified guest<FF>date regularly; have a steady relationship with<FF>see and understand, have a good eye<FF>deliberate or decide<FF>observe as if with an eye<FF>observe, check out, and look over carefully or inspect<FF>go or live through<FF>accompany or escort<FF>match or meet<FF>make sense of; assign a meaning to<FF>"
Procedures is sometimes used for what are here called routines and sometimes to indicate all the operator 's information support except software .,1,13,tell,verb,express in words<FF>let something be known<FF>narrate or give a detailed account of<FF>give instructions to or direct somebody to do something with authority<FF>discern or comprehend<FF>inform positively and with certainty and confidence<FF>give evidence<FF>mark as different<FF>
"I do n't know whether he 's going to that , he might be but this was , this , he was up sort of seeing , meeting all the Labour Party candidates for the north west .",0,19,protect,verb,"shield from danger, injury, destruction, or damage<FF>use tariffs to favor domestic industry<FF>"
"Yet , despite such revolutionary changes in technology , novel solutions will still be required to make effective use of the new data sets .",0,1,finish,verb,"come or bring to a finish or an end<FF>finally be or do something<FF>have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical<FF>provide with a finish<FF>finish eating all the food on one's plate or on the table<FF>cause to finish a relationship with somebody<FF>"
In these sections punishment will be understood to mean the infliction of pain and the review of the project will seek to demonstrate that the probation practice described is not only more demanding but also more effective than this traditional understanding of punishment .,0,20,defy,verb,"resist or confront with resistance<FF>elude, especially in a baffling way<FF>challenge<FF>"
""" And the hair as other hair , "" said Frederica loudly , scandalising a few bystanders , amusing a few more .",0,5,cos,verb,ratio of the adjacent side to the hypotenuse of a right-angled triangle<FF>
"Mr Cook argued that 10 years of Thatcherism had been forced on most people , who had never voted Conservative , and that many of those who opposed PR in the Labour Party wanted to use the same undemocratic power to ram socialism down the throats of a majority who did n't vote for it .",0,0,take,verb,"carry out<FF>require (time or space)<FF>take somebody somewhere<FF>get into one's hands, take physically<FF>take on a certain form, attribute, or aspect<FF>interpret something in a certain way; convey a particular meaning or impression<FF>take something or somebody with oneself somewhere<FF>take into one's possession<FF>travel or go by means of a certain kind of transportation, or a certain route<FF>pick out, select, or choose from a number of alternatives<FF>receive willingly something given or offered<FF>assume, as of positions or roles<FF>take into consideration for exemplifying purposes<FF>require as useful, just, or proper<FF>experience or feel or submit to<FF>make a film or photograph of something<FF>remove something concrete, as by lifting, pushing, or taking off, or remove something abstract<FF>serve oneself to, or consume regularly<FF>accept or undergo, often unwillingly<FF>make use of or accept for some purpose<FF>take by force<FF>occupy or take on<FF>admit into a group or community<FF>ascertain or determine by measuring, computing or take a reading from a dial<FF>be a student of a certain subject<FF>take as an undesirable consequence of some event or state of affairs<FF>head into a specified direction<FF>point or cause to go (blows, weapons, or objects such as photographic equipment) towards<FF>be seized or affected in a specified way<FF>have with oneself; have on one's person<FF>engage for service under a term of contract<FF>receive or obtain regularly<FF>buy, select<FF>to get into a position of having, e.g., safety, comfort<FF>have sex with; archaic use<FF>lay claim to; as of an idea<FF>be designed to hold or take<FF>be capable of holding or containing<FF>develop a habit<FF>proceed along in a vehicle<FF>obtain by winning<FF>be stricken by an illness, fall victim to an illness<FF>"
